Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
10,TV unit,ANIKAA AK-Irina-W/WT Engineered Wood TV Entertainment U...,"₹3,863","₹10,999","['Material: Particle Board','W x H x D: 130 cm x 112 cm x 25 cm (4 ft 3 in x 3 ft 8 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
11,TV unit,Zuari by Forte Cyprus Engineered Wood TV Entertainment ...,"₹9,278","₹15,998","['Material: Particle Board','W x H x D: 1515 mm x 600 mm x 406 mm (4 ft 11 in x 1 ft 11 in x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 1', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Jysk
12,TV unit,Home Full Bliss Engineered Wood TV Entertainment Unit,"₹6,590","₹10,999","['Material: Particle Board','W x H x D: 180 Cm x 54 cm x 40 cm (5 ft 10 in x 1 ft 9 in x 1 ft 3 in)','Ideal TV Size: 70 inch','Number of Drawers: 2', 'Number of Open Shelves: 3', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
13,TV unit,Das Dexter Engineered Wood TV Entertainment Unit,"₹1,599","₹3,299","['Material: Particle Board','W x H x D: 65 cm x 50 cm x 18 cm (2 ft 1 in x 1 ft 7 in x 7 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 2','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
14,TV unit,Das Ambient Engineered Wood TV Entertainment Unit,"₹3,869","₹8,599","['Material: Particle Board','W x H x D: 132 cm x 106 cm x 25 cm (4 ft 3 in x 3 ft 5 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 4','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
15,TV unit,Home Centre Clary Engineered Wood TV Entertainment Unit,"₹7,999","₹15,998","['Material: Plywood','W x H x D: 40 cm x 47 cm x 160 cm (1 ft 3 in x 1 ft 6 in x 5 ft 2 in)','Ideal TV Size: 50 inch','Number of Drawers: 0', 'Number of Open Shelves: 0', 'Number of Closed Shelves: 0','Delivery Condition: Pre Assembled (Ready to Use)']",Mobila Casa
16,TV unit,ANIKAA AK-Laura-WT Engineered Wood TV Entertainment Uni...,"₹3,863","₹10,999","['Material: Particle Board','W x H x D: 130 cm x 112 cm x 25 cm (4 ft 3 in x 3 ft 8 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mobila Casa
17,TV unit,CuteKitchen CK ET 76 Engineered Wood TV Entertainment U...,"₹4,914","₹11,400","['Material: Particle Board','W x H x D: 158 cm x 129 cm x 30 cm (5 ft 2 in x 4 ft 2 in x 11 in)','Ideal TV Size: 55 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
18,TV unit,Home Full Engineered Wood TV Entertainment Unit,"₹6,590","₹13,399","['Material: Particle Board','W x H x D: 150 cm x 152 cm x 40 cm (4 ft 11 in x 4 ft 11 in x 1 ft 3 in)','Ideal TV Size: 42 inch','Number of Drawers: 2', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
19,TV unit,Zuari by Forte Athens Engineered Wood TV Entertainment ...,"₹6,446","₹12,398","['Material: Particle Board','W x H x D: 1515 mm x 420 mm x 392 mm (4 ft 11 in x 1 ft 4 in x 1 ft 3 in)','Ideal TV Size: 65 inch','Number of Drawers: 0', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
20,TV unit,Flipkart Perfect Homes Riobo Engineered Wood TV Enterta...,"₹4,390","₹6,999","['Material: Particle Board','W x H x D: 120 cm x 45 cm x 39.5 cm (3 ft 11 in x 1 ft 5 in x 1 ft 3 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mobila Casa
21,TV unit,Home Full Engineered Wood TV Entertainment Unit,"₹7,191","₹16,500","['Material: Particle Board','W x H x D: 150 cm x 62 cm x 40 cm (4 ft 11 in x 2 ft x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
22,TV unit,Das Dexter Engineered Wood TV Entertainment Unit,"₹1,599","₹3,299","['Material: Particle Board','W x H x D: 65 cm x 50 cm x 18 cm (2 ft 1 in x 1 ft 7 in x 7 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 2','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
23,TV unit,Home Centre Engineered Wood TV Entertainment Unit,"₹8,999","₹13,845","['Material: Plywood','W x H x D: 45 cm x 40 cm x 180 cm (1 ft 5 in x 1 ft 3 in x 5 ft 10 in)','Ideal TV Size: 50 Inch','Number of Drawers: 0', 'Number of Open Shelves: 0', 'Number of Closed Shelves: 0','Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
24,TV unit,Zuari Monaco Engineered Wood TV Entertainment Unit,"₹5,190","₹12,057","['Material: Particle Board','W x H x D: 1196 mm x 1240 mm x 387 mm (3 ft 11 in x 4 ft x 1 ft 3 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
25,TV unit,BLUEWUD Estoye Engineered Wood TV Entertainment Unit,"₹2,603","₹3,999","['Material: Particle Board','W x H x D: 29.8 cm x 11 cm x 90.5 cm (11 in x 4 in x 2 ft 11 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 0', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
26,TV unit,CuteKitchen CK-ET-23 Engineered Wood TV Entertainment U...,"₹4,998","₹11,100","['Material: Particle Board','W x H x D: 120 cm x 120 cm x 20 cm (3 ft 11 in x 3 ft 11 in x 7 in)','Ideal TV Size: 50 inch','Number of Drawers: 0', 'Number of Open Shelves: 3', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
27,TV unit,Zuari by Forte Athens Engineered Wood TV Entertainment ...,"₹6,446","₹12,398","['Material: Particle Board','W x H x D: 1515 mm x 420 mm x 392 mm (4 ft 11 in x 1 ft 4 in x 1 ft 3 in)','Ideal TV Size: 65 inch','Number of Drawers: 0', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
28,TV unit,NEUDOT TABLA Engineered Wood TV Entertainment Unit,"₹3,230","₹9,000","['Material: Particle Board','W x H x D: 120 cm x 52 cm x 40 cm (3 ft 11 in x 1 ft 8 in x 1 ft 3 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Jysk
29,TV unit,BLUEWUD Primax Engineered Wood TV Entertainment Unit,"₹3,568","₹6,449","['Material: Particle Board','W x H x D: 30 cm x 97 cm x 157.5 cm (11 in x 3 ft 2 in x 5 ft 2 in)','Ideal TV Size: 55 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 4','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
30,TV unit,VANIYA CRAFTS Engineered Wood TV Entertainment Unit,"₹1,819","₹4,999","['Material: MDF','W x H x D: 81.28 cm x 60.96 cm x 12.7 cm (2 ft 7 in x 2 ft x 5 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
31,TV unit,Crystal Furnitech Novah Engineered Wood TV Entertainmen...,"₹8,799","₹17,598","['Material: Particle Board','W x H x D: 150 cm x 120 cm x 40 cm (4 ft 11 in x 3 ft 11 in x 1 ft 3 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Jysk
32,TV unit,Delite Kom Ken Engineered Wood TV Entertainment Unit,"₹5,599","₹10,178","['Material: Particle Board','W x H x D: 120 cm x 60 cm x 39 cm (3 ft 11 in x 1 ft 11 in x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 0', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 4','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
33,TV unit,Flipkart Perfect Homes Studio Wooden TV Entertainment U...,"₹1,994","₹4,999","['Material: Particle Board','W x H x D: 81 cm x 74 cm x 13 cm (2 ft 7 in x 2 ft 5 in x 5 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
34,TV unit,Das Dexter Engineered Wood TV Entertainment Unit,"₹1,599","₹3,299","['Material: Particle Board','W x H x D: 65 cm x 50 cm x 18 cm (2 ft 1 in x 1 ft 7 in x 7 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 2','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
35,TV unit,Crystal Furnitech Novah Engineered Wood TV Entertainmen...,"₹8,799","₹17,598","['Material: Particle Board','W x H x D: 150 cm x 120 cm x 40 cm (4 ft 11 in x 3 ft 11 in x 1 ft 3 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
36,TV unit,Home Full Engineered Wood TV Entertainment Unit,"₹4,890","₹14,000","['Material: Particle Board','W x H x D: 150 cm x 154 cm x 35 cm (4 ft 11 in x 5 ft x 1 ft 1 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Jysk
37,TV unit,VANIYA CRAFTS Engineered Wood TV Entertainment Unit,"₹1,819","₹4,999","['Material: MDF','W x H x D: 81.28 cm x 60.96 cm x 12.7 cm (2 ft 7 in x 2 ft x 5 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
38,TV unit,Flipkart Perfect Homes Studio Wooden TV Entertainment U...,"₹2,001","₹4,999","['Material: Particle Board','W x H x D: 81 cm x 74 cm x 13 cm (2 ft 7 in x 2 ft 5 in x 5 in)','Ideal TV Size: 42 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
39,TV unit,Home Centre Helios Engineered Wood TV Entertainment Uni...,"₹7,299","₹14,598","['Material: Walnut Wood','W x H x D: 40 cm x 169 cm x 47 cm (1 ft 3 in x 5 ft 6 in x 1 ft 6 in)','Ideal TV Size: 65 inch','Number of Drawers: 0', 'Number of Open Shelves: 8', 'Number of Closed Shelves: 2','Delivery Condition: Pre Assembled (Ready to Use)']",Ikea
40,TV unit,Nilkamal Beaumont Engineered Wood TV Entertainment Unit,"₹6,715","₹10,800","['Material: Particle Board','W x H x D: 124 cm x 121 cm x 40 cm (4 ft x 3 ft 11 in x 1 ft 3 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 7', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
41,TV unit,Zuari by Forte Cyprus Engineered Wood TV Entertainment ...,"₹9,278","₹15,998","['Material: Particle Board','W x H x D: 1515 mm x 600 mm x 406 mm (4 ft 11 in x 1 ft 11 in x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 1', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
42,TV unit,Flipkart Perfect Homes Phonox Engineered Wood TV Entert...,"₹4,990","₹9,999","['Material: Particle Board','W x H x D: 116 cm x 60 cm x 39 cm (3 ft 9 in x 1 ft 11 in x 1 ft 3 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 4','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
43,TV unit,Flipkart Perfect Homes Webster TV Entertainment Unit,"₹12,790","₹19,599","['Material: Particle Board','W x H x D: 200 cm x 170 cm x 39 cm (6 ft 6 in x 5 ft 6 in x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 10','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
44,TV unit,Flipkart Perfect Homes Webster Engineered Wood TV Enter...,"₹12,890","₹20,499","['Material: Particle Board','W x H x D: 200 cm x 170 cm x 37.08 cm (6 ft 6 in x 5 ft 6 in x 1 ft 2 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 15', 'Number of Closed Shelves: 10','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
45,TV unit,ANIKAA WNT/WT Engineered Wood TV Entertainment Unit,"₹3,863","₹10,999","['Material: Particle Board','W x H x D: 130 cm x 112 cm x 25 cm (4 ft 3 in x 3 ft 8 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
46,TV unit,Flipkart Perfect Homes Sirena Engineered Wood TV Entert...,"₹5,790","₹9,999","['Material: Particle Board','W x H x D: 150 cm x 131.5 cm x 39.6 cm (4 ft 11 in x 4 ft 3 in x 1 ft 3 in)','Ideal TV Size: 39 inch','Number of Drawers: 2', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mobila Casa
47,TV unit,Zuari by Forte Cyprus Engineered Wood TV Entertainment ...,"₹9,278","₹15,998","['Material: Particle Board','W x H x D: 1515 mm x 600 mm x 406 mm (4 ft 11 in x 1 ft 11 in x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 1', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mobila Casa
48,TV unit,TADesign Robust Engineered Wood TV Entertainment Unit,"₹6,567","₹10,990","['Material: Particle Board','W x H x D: 180 cm x 47 cm x 40 cm (5 ft 10 in x 1 ft 6 in x 1 ft 3 in)','Ideal TV Size: 70 inch','Number of Drawers: 0', 'Number of Open Shelves: 3', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Ikea
49,TV unit,SAVYA HOME Engineered Wood TV Entertainment Unit,₹945,"₹1,699","['Material: MDF','W x H x D: 50 cm x 20 cm x 21 cm (1 ft 7 in x 7 in x 8 in)','Ideal TV Size: 50 inch','Number of Drawers: 0', 'Number of Open Shelves: 1', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
50,TV unit,limraz furniture Engineered Wood TV Entertainment Unit,"₹1,139","₹2,999","['Material: MDF','W x H x D: 60 cm x 70 cm x 40 cm (1 ft 11 in x 2 ft 3 in x 1 ft 3 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 3', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
51,TV unit,Home Centre Clary Engineered Wood TV Entertainment Unit,"₹7,999","₹15,998","['Material: Plywood','W x H x D: 40 cm x 47 cm x 160 cm (1 ft 3 in x 1 ft 6 in x 5 ft 2 in)','Ideal TV Size: 50 inch','Number of Drawers: 0', 'Number of Open Shelves: 0', 'Number of Closed Shelves: 0','Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
52,TV unit,ANIKAA AK-Irina-W/WT Engineered Wood TV Entertainment U...,"₹3,863","₹10,999","['Material: Particle Board','W x H x D: 130 cm x 112 cm x 25 cm (4 ft 3 in x 3 ft 8 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
53,TV unit,Home Full Bliss Engineered Wood TV Entertainment Unit,"₹6,590","₹10,999","['Material: Particle Board','W x H x D: 180 Cm x 54 cm x 40 cm (5 ft 10 in x 1 ft 9 in x 1 ft 3 in)','Ideal TV Size: 70 inch','Number of Drawers: 2', 'Number of Open Shelves: 3', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",FurnitureForYou
54,TV unit,Das Dexter Engineered Wood TV Entertainment Unit,"₹1,599","₹3,299","['Material: Particle Board','W x H x D: 65 cm x 50 cm x 18 cm (2 ft 1 in x 1 ft 7 in x 7 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 2','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
55,TV unit,BLUEWUD Primax Engineered Wood TV Entertainment Unit,"₹3,568","₹6,449","['Material: Particle Board','W x H x D: 30 cm x 97 cm x 157.5 cm (11 in x 3 ft 2 in x 5 ft 2 in)','Ideal TV Size: 55 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 4','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
56,TV unit,Das Ambient Engineered Wood TV Entertainment Unit,"₹3,869","₹8,599","['Material: Particle Board','W x H x D: 132 cm x 106 cm x 25 cm (4 ft 3 in x 3 ft 5 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 4','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
57,TV unit,ANIKAA AK-Laura-WT Engineered Wood TV Entertainment Uni...,"₹3,863","₹10,999","['Material: Particle Board','W x H x D: 130 cm x 112 cm x 25 cm (4 ft 3 in x 3 ft 8 in x 9 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
58,TV unit,CuteKitchen CK ET 76 Engineered Wood TV Entertainment U...,"₹4,914","₹11,400","['Material: Particle Board','W x H x D: 158 cm x 129 cm x 30 cm (5 ft 2 in x 4 ft 2 in x 11 in)','Ideal TV Size: 55 inch','Number of Drawers: 0', 'Number of Open Shelves: 10', 'Number of Closed Shelves: 0','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mobila Casa
59,TV unit,BLUEWUD Primax Engineered Wood TV Entertainment Unit,"₹2,974","₹6,449","['Material: Particle Board','W x H x D: 30 cm x 80 cm x 129 cm (11 in x 2 ft 7 in x 4 ft 2 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 3','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
60,TV unit,Home Full Engineered Wood TV Entertainment Unit,"₹6,590","₹13,399","['Material: Particle Board','W x H x D: 150 cm x 152 cm x 40 cm (4 ft 11 in x 4 ft 11 in x 1 ft 3 in)','Ideal TV Size: 42 inch','Number of Drawers: 2', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 0','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
61,TV unit,Flipkart Perfect Homes Riobo Engineered Wood TV Enterta...,"₹4,390","₹6,999","['Material: Particle Board','W x H x D: 120 cm x 45 cm x 39.5 cm (3 ft 11 in x 1 ft 5 in x 1 ft 3 in)','Ideal TV Size: 43 inch','Number of Drawers: 0', 'Number of Open Shelves: 5', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
62,TV unit,Home Full Engineered Wood TV Entertainment Unit,"₹7,191","₹16,500","['Material: Particle Board','W x H x D: 150 cm x 62 cm x 40 cm (4 ft 11 in x 2 ft x 1 ft 3 in)','Ideal TV Size: 55 inch','Number of Drawers: 2', 'Number of Open Shelves: 2', 'Number of Closed Shelves: 1','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",FurnitureForYou
63,TV unit,Home Centre Engineered Wood TV Entertainment Unit,"₹8,999","₹13,845","['Material: Plywood','W x H x D: 45 cm x 40 cm x 180 cm (1 ft 5 in x 1 ft 3 in x 5 ft 10 in)','Ideal TV Size: 50 Inch','Number of Drawers: 0', 'Number of Open Shelves: 0', 'Number of Closed Shelves: 0','Delivery Condition: Pre Assembled (Ready to Use)']",Casa Rusu
64,TV unit,Das Dexter Engineered Wood TV Entertainment Unit,"₹1,599","₹3,299","['Material: Particle Board','W x H x D: 65 cm x 50 cm x 18 cm (2 ft 1 in x 1 ft 7 in x 7 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 6', 'Number of Closed Shelves: 2','Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",FurnitureForYou
65,TV unit,Zuari Monaco Engineered Wood TV Entertainment Unit,"₹5,190","₹12,057","['Material: Particle Board','W x H x D: 1196 mm x 1240 mm x 387 mm (3 ft 11 in x 4 ft x 1 ft 3 in)','Ideal TV Size: 32 inch','Number of Drawers: 0', 'Number of Open Shelves: 9', 'Number of Closed Shelves: 2','Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
