Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
88,Bed,Modway Solid Wood Queen Bed,2244,2449,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 157.48 cm x 55.88 cm x 208.28 cm (5 ft 1 in x 1 ft 10 in x 6 ft 9 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
90,Bed,NEUDOT PARIS QUEEN Engineered Wood Queen Box Bed,2475,3300,"['Bed Material Subtype: Particle Board', 'W x H x D: 163 cm x 105 cm x 222 cm (5 ft 4 in x 3 ft 5 in x 7 ft 3 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
91,Bed,PURPLE TREE Rosewood (Sheesham) Solid Wood Double Bed,2409,3234,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 152.4 cm x 106.68 cm x 198.1 cm (5 ft x 3 ft 6 in x 6 ft 5 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
92,Bed,Wake Up Arcadia Sheesham With Storage (78x72 inch)- Sol...,260,371,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 187.96 cm x 90.17 cm x 209.55 cm (6 ft 2 in x 2 ft 11 in x 6 ft 10 in)', 'Storage Type: Box', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
95,Bed,INDIAN FURNITURE MART Metal Single Hydraulic Bed,2269,2970,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 121.92 cm x 41 cm x 187.96 cm (4 ft x 1 ft 4 in x 6 ft 2 in)', 'Storage Type: Hydraulic', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
96,Bed,Flipkart Perfect Homes Rhapsody Engineered Wood Queen B...,355,495,"['Bed Material Subtype: Particle Board', 'W x H x D: 162 cm x 889 mm x 2179 mm (5 ft 3 in x 2 ft 10 in x 7 ft 1 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
98,Bed,Flipkart Perfect Homes Capella Engineered Wood Queen Dr...,223,338,"['Bed Material Subtype: Particle Board', 'W x H x D: 216.7 cm x 90 cm x 162.5 cm (7 ft 1 in x 2 ft 11 in x 5 ft 3 in)', 'Storage Type: Drawer', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
99,Bed,PURPLE TREE Solid Wood Queen Bed,1563,1646,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 160 cm x 60 cm x 205 cm (5 ft 2 in x 1 ft 11 in x 6 ft 8 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Ikea
104,Bed,TADesign Engineered Wood Queen Box Bed,1485,4125,"['Bed Material Subtype: Particle Board', 'W x H x D: 153 cm x 92 cm x 198 cm (5 ft x 3 ft x 6 ft 5 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
106,Bed,NEUDOT Valancia King Engineered Wood King Box Bed,1897,4125,"['Bed Material Subtype: Particle Board', 'W x H x D: 190.5 cm x 81.2 cm x 200.1 cm (6 ft 3 in x 2 ft 7 in x 6 ft 6 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",FurnitureForYou
109,Bed,Trevi Bolton 2.0 Engineered Wood Queen Bed,1980,2062,"['Bed Material Subtype: Particle Board', 'W x H x D: 158.8 cm x 80 cm x 198.1 cm (5 ft 2 in x 2 ft 7 in x 6 ft 5 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
112,Bed,Shilpiwood Diamond Sheesham Wood Bed With Front Storage...,2921,5362,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 160 cm x 86.36 cm x 208 cm (5 ft 2 in x 2 ft 10 in x 6 ft 9 in)', 'Storage Type: Drawer', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
116,Bed,STEELOART Metal King Bed,1208,2888,"['Bed Material Subtype: Nylon', 'W x H x D: 180.34 cm x 40.64 cm x 83.82 cm (5 ft 11 in x 1 ft 3 in x 2 ft 9 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Mobila Casa
