Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
609,Recliner,FabbSofas Fabric Manual Recliner,24082,36122,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 80 cm x 99 cm x 87 cm (2 ft 7 in x 3 ft 2 in x 2 ft 10 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
612,Recliner,Interio canape Leatherette Manual Recliner,23569,39133,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
614,Recliner,Interio canape Leatherette Manual Recliner,22977,39133,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",FurnitureForYou
616,Recliner,Home Centre Denver Leatherette Manual Recliner,33613,48019,"['Material: Leatherette', 'Reclining Positions: 0', 'Filling Material: Foam', 'W x H x D: 94 cm x 99 cm x 88 cm (3 ft 1 in x 3 ft 2 in x 2 ft 10 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Mob Expert
617,Recliner,"Alcanes Recliner, Ultra Comfortable and Durable Ergonom...",22575,26088,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 93.98 cm x 86.36 cm x 93.98 cm (3 ft 1 in x 2 ft 10 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
618,Recliner,Amey Fabric Manual Sectionals Recliner,110374,147500,"['Material: Fabric', 'Reclining Positions: 1', 'Filling Material: Foam', 'W x H x D: 259 cm x 96.5 cm x 259 cm (8 ft 5 in x 3 ft 1 in x 8 ft 5 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
620,Recliner,Interio canape Fabric Manual Recliner,22565,26088,"['Material: Fabric', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 72 cm x 104 cm x 72 cm (2 ft 4 in x 3 ft 4 in x 2 ft 4 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
621,Recliner,Interio canape Leatherette Manual Recliner,22977,40035,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91.44 cm x 104.14 cm x 93.98 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mobila Casa
622,Recliner,jfwoods Leatherette Manual Rocker Recliner,37626,40136,"['Material: Leatherette', 'Reclining Positions: 2', 'Filling Material: Polyfill', 'W x H x D: 87.63 cm x 104.14 cm x 80.01 cm (2 ft 10 in x 3 ft 4 in x 2 ft 7 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
623,Recliner,Home Centre Leatherette Manual Rocker Recliner,54684,78121,"['Material: Leatherette', 'Reclining Positions: 2', 'Filling Material: Foam', 'W x H x D: 94 cm x 58 cm x 99 cm (3 ft 1 in x 1 ft 10 in x 3 ft 2 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Ikea
624,Recliner,"Alcanes Matinee Recliner, Ultra Comfortable and Durable...",22575,33112,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 99.06 cm x 99.06 cm x 96.52 cm (3 ft 3 in x 3 ft 3 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
626,Recliner,jfwoods Leatherette Manual Recliner,35119,39133,"['Material: Leatherette', 'Reclining Positions: 2', 'Filling Material: Polyfill', 'W x H x D: 86.36 cm x 101.6 cm x 80.01 cm (2 ft 10 in x 3 ft 4 in x 2 ft 7 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
628,Recliner,Interio canape Leatherette Powered Recliner,27994,49167,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
629,Recliner,"Alcanes Matinee Recliner, Ultra Comfortable and Durable...",21563,33112,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 99.06 cm x 99.06 cm x 96.52 cm (3 ft 3 in x 3 ft 3 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
630,Recliner,Amey Leatherette Manual Recliner,29099,35119,"['Material: Leatherette', 'Reclining Positions: 1', 'Filling Material: Foam, Polyfill', 'W x H x D: 74 cm x 102 cm x 96.5 cm (2 ft 5 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
634,Recliner,Interio canape Leatherette Powered Recliner,27693,49167,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
636,Recliner,Home Centre Togo Fabric Manual Rocker Recliner,101341,155911,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 100.3 cm x 56 cm x 104.1 cm (3 ft 3 in x 1 ft 10 in x 3 ft 4 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Mob Expert
637,Recliner,"Alcanes Franklin Recliner, Ultra Comfortable and Durabl...",23579,33112,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91.44 cm x 104.14 cm x 96.52 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
638,Recliner,jfwoods Leatherette Manual Rocker Recliner,37827,45153,"['Material: Leatherette', 'Reclining Positions: 2', 'Filling Material: Polyfill', 'W x H x D: 91.44 cm x 101.6 cm x 86.36 cm (3 ft x 3 ft 4 in x 2 ft 10 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
640,Recliner,Interio canape Leatherette Powered Recliner,27583,49167,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Polyfill', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
644,Recliner,Recliners India Leatherette Manual Recliner,22893,33112,"['Material: Leatherette', 'Reclining Positions: 3', 'Filling Material: Foam, Polyfill, Pocket Springs', 'W x H x D: 84 cm x 99 cm x 97 cm (2 ft 9 in x 3 ft 2 in x 3 ft 2 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
646,Recliner,Recliners India Leatherette Manual Recliner,22893,33112,"['Material: Leatherette', 'Reclining Positions: 3', 'Filling Material: Polyfill, Foam, Pocket Springs', 'W x H x D: 84 cm x 99 cm x 96 cm (2 ft 9 in x 3 ft 2 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Magica
